Id,Title,Description,URL,Timestamp
46,"Bharat Bandh LIVE updates: Shutdown disrupts relief work in Kerala’s Thrissur, Ernakulam districts; Crucial train services blocked in Jharkhand","Bharat Bandh LIVE updates: The shutdown strike affected relief activities in the flood devastated areas in Ernakulam and Thrissur districts. Though the district administration in Ernakulam had directed all employees to attend office, the attendance was very t…",https://www.firstpost.com/india/bharat-bandh-live-congress-says-no-strike-in-kodagu-due-to-floods-but-no-such-rule-for-kerala-sp-bsp-missing-from-rahul-rally-5149371.html,2018-09-10T05:01:12Z
47,"Bharat Bandh today LIVE updates: Congress says no strike in Kodagu due to floods, but no such rule for Kerala; SP, BSP missing from Rahul rally","Bharat Bandh today LIVE updates: Kodagu DCC president Shivu Madappa has said that the Congress party will not support the bandh in wake of floods in the district. However, this is not the case with Kerala, which is still recovering from the devastating deluge…",https://www.firstpost.com/india/bharat-bandh-today-live-updates-congress-says-no-strike-in-kodagu-due-to-floods-but-no-such-rule-for-kerala-sp-bsp-missing-from-rahul-rally-5149371.html,2018-09-10T04:46:12Z
48,India faces protests over rising fuel prices,Opposition calls in India for a nationwide strike over rising fuel prices have left roads empty and businesses closed in some cities.,http://www.startribune.com/india-faces-protests-over-rising-fuel-prices/492837321/,2018-09-10T04:45:00Z
49,"Bharat Bandh: Rail, Road Traffic Hit In Bihar; Long Route Trains Halted",Rail and road traffic has been hit across Bihar today due to a nationwide shutdown called by the Congress against the hike in fuel prices.,https://www.ndtv.com/india-news/bharat-bandh-rail-road-traffic-hit-in-bihar-long-route-trains-halted-1913993,2018-09-10T04:44:29Z
50,"Statue of Unity to be unveiled by PM Modi on October 31, says Vijay Rupani",The Statue of Unity will be 182-metre tall when it is completed. It is being built as a tribute to India's first home minister Sardar Vallabhbhai Patel.,https://indianexpress.com/article/india/statue-of-unity-to-be-unveiled-by-pm-modi-on-october-31-says-vijay-rupani/,2018-09-10T04:42:22Z
51,Congress makes a symbolic start to Bharat Bandh over fuel prices,The Congress today started their Bharat Bandh demonstration at Delhi’s Rajghat to corner Narendra Modi-led government over fuel prices,https://www.livemint.com/Politics/nzEk64QVLsFFyxcjMK618O/Congress-makes-a-symbolic-start-to-Bharat-Bandh-over-fuel-pr.html,2018-09-10T04:36:24Z
52,"Rupee crashes past 72: Currency mayhem signals a deeper problem; India must think long-term, find solutions within","Undoubtedly, domestic factors have played a crucial role in the weakening of these currencies, but the significance of the strengthening dollar cannot be downplayed. The post Rupee crashes past 72: Currency mayhem signals a deeper problem; India must think lo…",https://www.firstpost.com/business/rupee-crashes-past-72-currency-mayhem-signals-a-deeper-problem-india-must-think-long-term-find-solutions-within-5150361.html,2018-09-10T04:16:24Z
53,"Bharat Bandh today LIVE updates: Buses, autos stay off roads in Karnataka’s Haveri; over 5,000 policemen deployed in Chennai","Bharat Bandh today LIVE updates: Over 5,000 police personnel have been deployed around Chennai to maintain peace during the bandh, with special focus on the central government buildings. The post Bharat Bandh today LIVE updates: Buses, autos stay off roads in…",https://www.firstpost.com/india/bharat-bandh-today-live-updates-buses-autos-stay-off-roads-in-karnatakas-haveri-over-5000-policemen-deployed-in-chennai-5149371.html,2018-09-10T04:16:12Z
54,Petrol inches close to Rs 81 a litre in Delhi after 5th straight price hike,"While Opposition parties led by the Congress have called for a 'Bharat Bandh' to protest the rising fuel prices in the country, Left parties have announced a separate shutdown of their own",https://www.business-standard.com/article/current-affairs/petrol-prices-hiked-for-5th-straight-day-touch-rs-80-73-litre-in-delhi-118091000115_1.html,2018-09-10T04:07:00Z
55,"In Jammu And Kashmir, Collector Pitches In With Toilet Construction","It is a race against time at Udhampur, in a remote corner of Jammu and Kashmir, where 1000 toilets are being built across 60 panchayats, under the Swachh Bharat Mission. Ravindra Kumar, the District Development Commissioner engaged in the construction activit…",https://www.ndtv.com/cities/in-jammu-and-kashmirs-udhampur-collector-pitches-in-with-toilet-construction-1913966,2018-09-10T03:49:57Z
